"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","2.914"
"São Paulo","Influenza B",1
"Paraná","Coronavirus SARS-CoV2","1.923"
"Paraná",Rinovirus,2
"Santa Catarina","Coronavirus SARS-CoV2",868
Bahia,"Coronavirus SARS-CoV2",803
Pernambuco,"Coronavirus SARS-CoV2",645
Sergipe,"Coronavirus SARS-CoV2",607
Sergipe,"Virus Sincicial Respiratorio",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",509
"Espírito Santo","Coronavirus SARS-CoV2",437
"Minas Gerais","Coronavirus SARS-CoV2",376
"Mato Grosso do Sul","Coronavirus SARS-CoV2",367
Tocantins,"Coronavirus SARS-CoV2",347
"Rio de Janeiro","Coronavirus SARS-CoV2",277
"Ceará","Coronavirus SARS-CoV2",274
"Rio Grande do Norte","Coronavirus SARS-CoV2",248
"Rondônia","Coronavirus SARS-CoV2",232
"Goiás","Coronavirus SARS-CoV2",130
"Piauí","Coronavirus SARS-CoV2",121
Acre,"Coronavirus SARS-CoV2",90
"Pará","Coronavirus SARS-CoV2",86
Amazonas,"Coronavirus SARS-CoV2",55
"Paraíba","Coronavirus SARS-CoV2",51
Alagoas,"Coronavirus SARS-CoV2",50
"Maranhão","Coronavirus SARS-CoV2",24
Roraima,"Coronavirus SARS-CoV2",20
"Amapá","Coronavirus SARS-CoV2",6
"Distrito Federal","Coronavirus SARS-CoV2",4
"Mato Grosso","Coronavirus SARS-CoV2",2
