"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","2.909"
"Paraná","Coronavirus SARS-CoV2","1.951"
Bahia,"Coronavirus SARS-CoV2",888
Sergipe,"Coronavirus SARS-CoV2",754
"Santa Catarina","Coronavirus SARS-CoV2",686
"Rio Grande do Sul","Coronavirus SARS-CoV2",469
"Espírito Santo","Coronavirus SARS-CoV2",435
"Minas Gerais","Coronavirus SARS-CoV2",434
Pernambuco,"Coronavirus SARS-CoV2",412
Pernambuco,"Virus Sincicial Respiratorio",1
"Rio de Janeiro","Coronavirus SARS-CoV2",405
"Rio Grande do Norte","Coronavirus SARS-CoV2",315
"Rondônia","Coronavirus SARS-CoV2",280
"Mato Grosso do Sul","Coronavirus SARS-CoV2",273
"Ceará","Coronavirus SARS-CoV2",235
Tocantins,"Coronavirus SARS-CoV2",229
"Piauí","Coronavirus SARS-CoV2",162
"Goiás","Coronavirus SARS-CoV2",149
Acre,"Coronavirus SARS-CoV2",104
"Paraíba","Coronavirus SARS-CoV2",103
"Pará","Coronavirus SARS-CoV2",101
Roraima,"Coronavirus SARS-CoV2",66
"Amapá","Coronavirus SARS-CoV2",45
"Maranhão","Coronavirus SARS-CoV2",45
Amazonas,"Coronavirus SARS-CoV2",37
Alagoas,"Coronavirus SARS-CoV2",31
"Mato Grosso","Coronavirus SARS-CoV2",15
"Distrito Federal","Coronavirus SARS-CoV2",11
