"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",744
"Paraná","Coronavirus SARS-CoV2",468
"Paraná",Rinovirus,2
"Rio Grande do Sul","Coronavirus SARS-CoV2",369
Bahia,"Coronavirus SARS-CoV2",237
Bahia,Rinovirus,2
"Rio de Janeiro","Coronavirus SARS-CoV2",162
"Santa Catarina","Coronavirus SARS-CoV2",143
"Minas Gerais","Coronavirus SARS-CoV2",129
Sergipe,"Coronavirus SARS-CoV2",124
"Mato Grosso do Sul","Coronavirus SARS-CoV2",95
"Ceará","Coronavirus SARS-CoV2",91
Pernambuco,"Coronavirus SARS-CoV2",84
"Goiás","Coronavirus SARS-CoV2",47
Amazonas,"Coronavirus SARS-CoV2",45
Tocantins,"Coronavirus SARS-CoV2",35
"Rondônia","Coronavirus SARS-CoV2",30
"Paraíba","Coronavirus SARS-CoV2",26
"Pará","Coronavirus SARS-CoV2",26
Acre,"Coronavirus SARS-CoV2",25
"Rio Grande do Norte","Coronavirus SARS-CoV2",18
Roraima,"Coronavirus SARS-CoV2",10
Alagoas,"Coronavirus SARS-CoV2",9
"Maranhão","Coronavirus SARS-CoV2",9
"Distrito Federal","Coronavirus SARS-CoV2",3
"Mato Grosso","Coronavirus SARS-CoV2",2
"Piauí","Coronavirus SARS-CoV2",1
