"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",836
"São Paulo","Influenza A",1
"Espírito Santo","Coronavirus SARS-CoV2",538
Bahia,"Coronavirus SARS-CoV2",524
"Paraná","Coronavirus SARS-CoV2",451
"Rio de Janeiro","Coronavirus SARS-CoV2",331
Pernambuco,"Coronavirus SARS-CoV2",319
Sergipe,"Coronavirus SARS-CoV2",284
"Rio Grande do Norte","Coronavirus SARS-CoV2",227
Tocantins,"Coronavirus SARS-CoV2",215
"Ceará","Coronavirus SARS-CoV2",209
"Rondônia","Coronavirus SARS-CoV2",209
Roraima,"Coronavirus SARS-CoV2",191
"Amapá","Coronavirus SARS-CoV2",169
"Santa Catarina","Coronavirus SARS-CoV2",169
"Maranhão","Coronavirus SARS-CoV2",136
"Piauí","Coronavirus SARS-CoV2",131
"Mato Grosso","Coronavirus SARS-CoV2",129
"Minas Gerais","Coronavirus SARS-CoV2",122
"Paraíba","Coronavirus SARS-CoV2",115
"Mato Grosso do Sul","Coronavirus SARS-CoV2",105
"Pará","Coronavirus SARS-CoV2",104
"Rio Grande do Sul","Coronavirus SARS-CoV2",91
Alagoas,"Coronavirus SARS-CoV2",83
Amazonas,"Coronavirus SARS-CoV2",69
Acre,"Coronavirus SARS-CoV2",67
"Goiás","Coronavirus SARS-CoV2",58
