"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","2.790"
"Paraná","Coronavirus SARS-CoV2","1.460"
"Paraná",Rinovirus,4
Bahia,"Coronavirus SARS-CoV2",944
Bahia,Rinovirus,1
Bahia,"Virus Sincicial Respiratorio",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",651
"Rio de Janeiro","Coronavirus SARS-CoV2",540
"Espírito Santo","Coronavirus SARS-CoV2",511
"Minas Gerais","Coronavirus SARS-CoV2",478
"Santa Catarina","Coronavirus SARS-CoV2",374
"Ceará","Coronavirus SARS-CoV2",357
"Mato Grosso do Sul","Coronavirus SARS-CoV2",303
Pernambuco,"Coronavirus SARS-CoV2",289
"Piauí","Coronavirus SARS-CoV2",283
"Goiás","Coronavirus SARS-CoV2",270
Tocantins,"Coronavirus SARS-CoV2",234
Sergipe,"Coronavirus SARS-CoV2",230
"Rio Grande do Norte","Coronavirus SARS-CoV2",109
Amazonas,"Coronavirus SARS-CoV2",105
Amazonas,"Virus Sincicial Respiratorio",1
"Rondônia","Coronavirus SARS-CoV2",101
Roraima,"Coronavirus SARS-CoV2",78
"Pará","Coronavirus SARS-CoV2",54
"Mato Grosso","Coronavirus SARS-CoV2",52
"Paraíba","Coronavirus SARS-CoV2",52
Acre,"Coronavirus SARS-CoV2",21
"Maranhão","Coronavirus SARS-CoV2",16
Alagoas,"Coronavirus SARS-CoV2",9
"Distrito Federal","Coronavirus SARS-CoV2",8
