"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.289"
"Paraná","Coronavirus SARS-CoV2","1.142"
"Paraná",Rinovirus,2
Bahia,"Coronavirus SARS-CoV2",728
Sergipe,"Coronavirus SARS-CoV2",594
"Espírito Santo","Coronavirus SARS-CoV2",422
"Mato Grosso","Coronavirus SARS-CoV2",374
"Rondônia","Coronavirus SARS-CoV2",340
"Rio de Janeiro","Coronavirus SARS-CoV2",321
"Santa Catarina","Coronavirus SARS-CoV2",302
"Rio Grande do Norte","Coronavirus SARS-CoV2",263
"Rio Grande do Sul","Coronavirus SARS-CoV2",259
"Minas Gerais","Coronavirus SARS-CoV2",245
Pernambuco,"Coronavirus SARS-CoV2",240
"Ceará","Coronavirus SARS-CoV2",232
"Piauí","Coronavirus SARS-CoV2",217
"Mato Grosso do Sul","Coronavirus SARS-CoV2",160
Acre,"Coronavirus SARS-CoV2",146
"Amapá","Coronavirus SARS-CoV2",141
"Goiás","Coronavirus SARS-CoV2",137
"Pará","Coronavirus SARS-CoV2",136
"Paraíba","Coronavirus SARS-CoV2",104
Tocantins,"Coronavirus SARS-CoV2",86
Alagoas,"Coronavirus SARS-CoV2",61
Roraima,"Coronavirus SARS-CoV2",59
"Maranhão","Coronavirus SARS-CoV2",55
Amazonas,"Coronavirus SARS-CoV2",29
"Distrito Federal","Coronavirus SARS-CoV2",2
