"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",697
"Paraná","Coronavirus SARS-CoV2",425
"Espírito Santo","Coronavirus SARS-CoV2",404
Bahia,"Coronavirus SARS-CoV2",349
Sergipe,"Coronavirus SARS-CoV2",287
Sergipe,"Virus Sincicial Respiratorio",1
"Rondônia","Coronavirus SARS-CoV2",203
Pernambuco,"Coronavirus SARS-CoV2",198
"Piauí","Coronavirus SARS-CoV2",185
"Minas Gerais","Coronavirus SARS-CoV2",164
"Rio Grande do Norte","Coronavirus SARS-CoV2",141
"Ceará","Coronavirus SARS-CoV2",132
"Rio de Janeiro","Coronavirus SARS-CoV2",126
"Mato Grosso","Coronavirus SARS-CoV2",121
"Goiás","Coronavirus SARS-CoV2",119
"Rio Grande do Sul","Coronavirus SARS-CoV2",116
Tocantins,"Coronavirus SARS-CoV2",114
"Mato Grosso do Sul","Coronavirus SARS-CoV2",108
"Pará","Coronavirus SARS-CoV2",98
"Santa Catarina","Coronavirus SARS-CoV2",97
Roraima,"Coronavirus SARS-CoV2",96
Acre,"Coronavirus SARS-CoV2",92
Alagoas,"Coronavirus SARS-CoV2",68
"Amapá","Coronavirus SARS-CoV2",66
"Paraíba","Coronavirus SARS-CoV2",66
"Maranhão","Coronavirus SARS-CoV2",45
Amazonas,"Coronavirus SARS-CoV2",20
"Distrito Federal","Coronavirus SARS-CoV2",3
