"UF de residência","Vírus","Nº de vírus identificados"
Bahia,"Coronavirus SARS-CoV2",630
"São Paulo","Coronavirus SARS-CoV2",575
"Espírito Santo","Coronavirus SARS-CoV2",502
Sergipe,"Coronavirus SARS-CoV2",453
Pernambuco,"Coronavirus SARS-CoV2",401
"Rio de Janeiro","Coronavirus SARS-CoV2",369
"Ceará","Coronavirus SARS-CoV2",360
"Paraná","Coronavirus SARS-CoV2",249
"Amapá","Coronavirus SARS-CoV2",232
"Rio Grande do Norte","Coronavirus SARS-CoV2",227
"Rondônia","Coronavirus SARS-CoV2",196
"Santa Catarina","Coronavirus SARS-CoV2",172
Tocantins,"Coronavirus SARS-CoV2",160
"Pará","Coronavirus SARS-CoV2",154
"Maranhão","Coronavirus SARS-CoV2",129
"Piauí","Coronavirus SARS-CoV2",129
Alagoas,"Coronavirus SARS-CoV2",127
Roraima,"Coronavirus SARS-CoV2",120
"Paraíba","Coronavirus SARS-CoV2",104
"Minas Gerais","Coronavirus SARS-CoV2",91
Acre,"Coronavirus SARS-CoV2",90
"Mato Grosso","Coronavirus SARS-CoV2",86
Amazonas,"Coronavirus SARS-CoV2",79
"Mato Grosso do Sul","Coronavirus SARS-CoV2",75
"Rio Grande do Sul","Coronavirus SARS-CoV2",75
"Goiás","Coronavirus SARS-CoV2",32
"Distrito Federal","Coronavirus SARS-CoV2",2
