"UF de residência","Vírus","Nº de vírus identificados"
"Paraná","Coronavirus SARS-CoV2",520
"Paraná",Rinovirus,5
"Paraná",Adenovirus,1
"Rio Grande do Sul","Coronavirus SARS-CoV2",198
"Santa Catarina","Coronavirus SARS-CoV2",190
Bahia,"Coronavirus SARS-CoV2",162
Sergipe,"Coronavirus SARS-CoV2",146
"São Paulo","Coronavirus SARS-CoV2",141
"Rio de Janeiro","Coronavirus SARS-CoV2",122
"Rio de Janeiro","Virus Sincicial Respiratorio",1
"Minas Gerais","Coronavirus SARS-CoV2",113
"Pará","Coronavirus SARS-CoV2",92
"Mato Grosso do Sul","Coronavirus SARS-CoV2",83
Pernambuco,"Coronavirus SARS-CoV2",81
"Ceará","Coronavirus SARS-CoV2",73
"Rondônia","Coronavirus SARS-CoV2",65
"Goiás","Coronavirus SARS-CoV2",48
Amazonas,"Coronavirus SARS-CoV2",20
"Paraíba","Coronavirus SARS-CoV2",20
"Rio Grande do Norte","Coronavirus SARS-CoV2",19
Tocantins,"Coronavirus SARS-CoV2",19
Acre,"Coronavirus SARS-CoV2",15
"Maranhão","Coronavirus SARS-CoV2",7
Roraima,"Coronavirus SARS-CoV2",7
Alagoas,"Coronavirus SARS-CoV2",2
"Amapá","Coronavirus SARS-CoV2",2
"Mato Grosso","Coronavirus SARS-CoV2",1
