"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",365
"Espírito Santo","Coronavirus SARS-CoV2",321
Bahia,"Coronavirus SARS-CoV2",305
Bahia,"Influenza B",1
Sergipe,"Coronavirus SARS-CoV2",194
Pernambuco,"Coronavirus SARS-CoV2",193
"Ceará","Coronavirus SARS-CoV2",159
"Paraná","Coronavirus SARS-CoV2",150
"Amapá","Coronavirus SARS-CoV2",143
"Rio Grande do Norte","Coronavirus SARS-CoV2",104
Alagoas,"Coronavirus SARS-CoV2",103
"Rio de Janeiro","Coronavirus SARS-CoV2",98
"Rondônia","Coronavirus SARS-CoV2",93
Tocantins,"Coronavirus SARS-CoV2",78
"Santa Catarina","Coronavirus SARS-CoV2",70
"Paraíba","Coronavirus SARS-CoV2",65
"Piauí","Coronavirus SARS-CoV2",64
Acre,"Coronavirus SARS-CoV2",60
"Minas Gerais","Coronavirus SARS-CoV2",52
"Pará","Coronavirus SARS-CoV2",52
"Maranhão","Coronavirus SARS-CoV2",41
Roraima,"Coronavirus SARS-CoV2",41
"Rio Grande do Sul","Coronavirus SARS-CoV2",39
"Goiás","Coronavirus SARS-CoV2",34
"Mato Grosso","Coronavirus SARS-CoV2",5
"Mato Grosso do Sul","Coronavirus SARS-CoV2",4
Amazonas,"Coronavirus SARS-CoV2",2
"Distrito Federal","Coronavirus SARS-CoV2",1
