"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Influenza B",12
"São Paulo","Influenza A",3
"São Paulo",Rinovirus,3
"Paraná",Rinovirus,9
"Paraná","Influenza A",4
"Paraná","Coronavirus NL63",1
"Paraná","Parainfluenza tipo 2",1
"Paraná","Parainfluenza tipo 3",1
"Ceará","Influenza B",6
"Rio de Janeiro",Adenovirus,5
"Rio de Janeiro","Influenza A",1
Bahia,"Influenza A",2
Bahia,Adenovirus,1
"Paraíba","Influenza B",2
"Amapá","Coronavirus SARS-CoV2",1
Amazonas,Adenovirus,1
"Goiás","Influenza A",1
"Minas Gerais","Influenza B",1
"Pará","Influenza A",1
Sergipe,"Virus Sincicial Respiratorio",1
Tocantins,"Coronavirus SARS-CoV2",1
