"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",155
"São Paulo","Influenza A",5
"São Paulo","Influenza B",5
"Ceará","Coronavirus SARS-CoV2",96
"Paraná",Rinovirus,28
"Paraná","Coronavirus SARS-CoV2",18
"Paraná","Influenza A",12
"Paraná",Metapneumovirus,4
"Paraná",Adenovirus,3
"Paraná","Influenza B",3
"Paraná","Virus Sincicial Respiratorio",2
"Minas Gerais","Influenza A",26
"Minas Gerais","Coronavirus SARS-CoV2",16
"Minas Gerais","Influenza B",9
"Rio Grande do Sul","Coronavirus SARS-CoV2",34
Bahia,"Coronavirus SARS-CoV2",15
Bahia,"Influenza A",10
Bahia,"Influenza B",3
Bahia,Adenovirus,2
Bahia,Rinovirus,2
Pernambuco,"Influenza A",19
Pernambuco,"Influenza B",7
Pernambuco,"Coronavirus SARS-CoV2",5
"Rio de Janeiro","Coronavirus SARS-CoV2",27
"Piauí","Influenza A",12
"Piauí",Metapneumovirus,4
"Piauí","Parainfluenza tipo 1",3
"Piauí","Parainfluenza tipo 2",2
"Piauí","Virus Sincicial Respiratorio",1
"Rio Grande do Norte","Influenza B",15
"Rio Grande do Norte","Coronavirus SARS-CoV2",4
"Rio Grande do Norte","Influenza A",3
Amazonas,"Coronavirus SARS-CoV2",13
Amazonas,Adenovirus,2
Amazonas,"Influenza A",2
Amazonas,"Influenza B",1
"Santa Catarina","Coronavirus SARS-CoV2",16
"Espírito Santo","Coronavirus SARS-CoV2",7
"Espírito Santo","Influenza A",3
"Espírito Santo","Influenza B",3
"Espírito Santo","Virus Sincicial Respiratorio",2
"Pará","Influenza A",11
"Pará","Coronavirus SARS-CoV2",1
"Pará","Influenza B",1
"Maranhão","Coronavirus SARS-CoV2",4
"Maranhão","Influenza A",4
"Maranhão","Influenza B",4
"Rondônia","Influenza A",5
"Rondônia","Coronavirus SARS-CoV2",3
"Rondônia","Influenza B",3
"Mato Grosso do Sul","Influenza A",3
"Mato Grosso do Sul","Influenza B",2
"Mato Grosso do Sul","Parainfluenza tipo 3",2
"Mato Grosso do Sul",Adenovirus,1
"Mato Grosso do Sul","Coronavirus SARS-CoV2",1
"Mato Grosso do Sul","Virus Sincicial Respiratorio",1
Sergipe,"Influenza A",5
Sergipe,"Coronavirus SARS-CoV2",4
Sergipe,"Influenza B",1
"Goiás","Coronavirus SARS-CoV2",3
"Goiás","Influenza A",2
"Goiás",Rinovirus,2
"Goiás",Metapneumovirus,1
"Goiás","Virus Sincicial Respiratorio",1
"Paraíba","Coronavirus SARS-CoV2",6
"Paraíba","Influenza A",1
"Paraíba","Virus Sincicial Respiratorio",1
Alagoas,"Influenza A",4
Alagoas,"Coronavirus SARS-CoV2",1
Alagoas,"Influenza B",1
Acre,"Influenza B",4
Acre,"Influenza A",1
"Mato Grosso","Coronavirus SARS-CoV2",4
Roraima,"Influenza A",4
Tocantins,"Influenza A",3
Tocantins,"Influenza B",1
"Amapá","Influenza A",3
"Distrito Federal","Coronavirus SARS-CoV2",1
