"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","3.924"
"Paraná","Coronavirus SARS-CoV2","2.398"
"Paraná",Rinovirus,5
"Paraná",Adenovirus,1
"Paraná","Virus Sincicial Respiratorio",1
Bahia,"Coronavirus SARS-CoV2","1.348"
"Santa Catarina","Coronavirus SARS-CoV2","1.065"
"Rio Grande do Sul","Coronavirus SARS-CoV2",810
Sergipe,"Coronavirus SARS-CoV2",757
Pernambuco,"Coronavirus SARS-CoV2",623
"Espírito Santo","Coronavirus SARS-CoV2",504
"Minas Gerais","Coronavirus SARS-CoV2",466
"Mato Grosso do Sul","Coronavirus SARS-CoV2",459
"Rondônia","Coronavirus SARS-CoV2",392
"Rio de Janeiro","Coronavirus SARS-CoV2",382
Tocantins,"Coronavirus SARS-CoV2",371
"Ceará","Coronavirus SARS-CoV2",306
"Rio Grande do Norte","Coronavirus SARS-CoV2",260
"Goiás","Coronavirus SARS-CoV2",149
"Piauí","Coronavirus SARS-CoV2",145
"Piauí",Rinovirus,1
Acre,"Coronavirus SARS-CoV2",134
"Pará","Coronavirus SARS-CoV2",111
Amazonas,"Coronavirus SARS-CoV2",82
"Paraíba","Coronavirus SARS-CoV2",77
Roraima,"Coronavirus SARS-CoV2",41
Alagoas,"Coronavirus SARS-CoV2",35
"Maranhão","Coronavirus SARS-CoV2",35
"Amapá","Coronavirus SARS-CoV2",23
"Distrito Federal","Coronavirus SARS-CoV2",8
"Mato Grosso","Coronavirus SARS-CoV2",3
