"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.697"
"Paraná","Coronavirus SARS-CoV2","1.072"
"Paraná",Rinovirus,7
Bahia,"Coronavirus SARS-CoV2",876
Bahia,Rinovirus,1
"Rio Grande do Sul","Coronavirus SARS-CoV2",488
"Rio de Janeiro","Coronavirus SARS-CoV2",446
"Espírito Santo","Coronavirus SARS-CoV2",402
"Ceará","Coronavirus SARS-CoV2",383
"Santa Catarina","Coronavirus SARS-CoV2",379
"Minas Gerais","Coronavirus SARS-CoV2",363
Pernambuco,"Coronavirus SARS-CoV2",246
"Mato Grosso do Sul","Coronavirus SARS-CoV2",219
Sergipe,"Coronavirus SARS-CoV2",214
"Piauí","Coronavirus SARS-CoV2",197
"Goiás","Coronavirus SARS-CoV2",138
Tocantins,"Coronavirus SARS-CoV2",137
"Rio Grande do Norte","Coronavirus SARS-CoV2",93
"Rondônia","Coronavirus SARS-CoV2",85
"Pará","Coronavirus SARS-CoV2",70
"Mato Grosso","Coronavirus SARS-CoV2",68
Amazonas,"Coronavirus SARS-CoV2",62
"Paraíba","Coronavirus SARS-CoV2",51
Roraima,"Coronavirus SARS-CoV2",41
"Maranhão","Coronavirus SARS-CoV2",26
Acre,"Coronavirus SARS-CoV2",24
Alagoas,"Coronavirus SARS-CoV2",7
"Distrito Federal","Coronavirus SARS-CoV2",5
