"UF de residência","Vírus","Nº de vírus identificados"
Bahia,"Coronavirus SARS-CoV2",527
"Espírito Santo","Coronavirus SARS-CoV2",516
"São Paulo","Coronavirus SARS-CoV2",499
Pernambuco,"Coronavirus SARS-CoV2",434
"Rio de Janeiro","Coronavirus SARS-CoV2",427
"Ceará","Coronavirus SARS-CoV2",411
Sergipe,"Coronavirus SARS-CoV2",291
"Amapá","Coronavirus SARS-CoV2",275
"Rondônia","Coronavirus SARS-CoV2",211
"Paraná","Coronavirus SARS-CoV2",199
"Paraná",Rinovirus,1
Acre,"Coronavirus SARS-CoV2",197
"Paraíba","Coronavirus SARS-CoV2",181
"Rio Grande do Norte","Coronavirus SARS-CoV2",178
Amazonas,"Coronavirus SARS-CoV2",154
"Santa Catarina","Coronavirus SARS-CoV2",154
"Pará","Coronavirus SARS-CoV2",151
Alagoas,"Coronavirus SARS-CoV2",145
Roraima,"Coronavirus SARS-CoV2",145
"Maranhão","Coronavirus SARS-CoV2",135
Tocantins,"Coronavirus SARS-CoV2",132
"Mato Grosso do Sul","Coronavirus SARS-CoV2",84
"Mato Grosso do Sul",Adenovirus,1
"Piauí","Coronavirus SARS-CoV2",65
"Rio Grande do Sul","Coronavirus SARS-CoV2",65
"Minas Gerais","Coronavirus SARS-CoV2",64
"Mato Grosso","Coronavirus SARS-CoV2",58
"Goiás","Coronavirus SARS-CoV2",39
