"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",320
"São Paulo","Influenza B",2
"São Paulo","Virus Sincicial Respiratorio",2
"São Paulo","Influenza A",1
"Rio de Janeiro","Coronavirus SARS-CoV2",163
"Rio de Janeiro",Metapneumovirus,1
Amazonas,"Coronavirus SARS-CoV2",108
"Ceará","Coronavirus SARS-CoV2",82
"Ceará",Metapneumovirus,1
Pernambuco,"Coronavirus SARS-CoV2",55
Pernambuco,"Influenza A",9
Pernambuco,"Influenza B",2
"Maranhão","Coronavirus SARS-CoV2",42
"Paraná","Coronavirus SARS-CoV2",28
"Paraná",Rinovirus,6
"Paraná","Virus Sincicial Respiratorio",2
"Paraná","Influenza A",1
"Paraná","Influenza B",1
"Santa Catarina","Coronavirus SARS-CoV2",30
Bahia,"Coronavirus SARS-CoV2",26
Bahia,Adenovirus,1
Bahia,Rinovirus,1
"Rio Grande do Norte","Coronavirus SARS-CoV2",27
"Rio Grande do Norte","Influenza A",1
"Espírito Santo","Coronavirus SARS-CoV2",16
"Espírito Santo","Virus Sincicial Respiratorio",5
"Espírito Santo","Influenza B",1
"Pará","Coronavirus SARS-CoV2",16
"Pará","Influenza B",3
"Pará","Influenza A",2
"Amapá","Coronavirus SARS-CoV2",16
"Mato Grosso do Sul","Coronavirus SARS-CoV2",6
"Mato Grosso do Sul","Virus Sincicial Respiratorio",3
"Mato Grosso do Sul","Influenza A",2
"Mato Grosso do Sul","Parainfluenza tipo 1",2
"Mato Grosso do Sul","Influenza B",1
"Mato Grosso do Sul","Parainfluenza tipo 3",1
"Piauí","Virus Sincicial Respiratorio",4
"Piauí",Metapneumovirus,3
"Piauí",Adenovirus,2
"Piauí","Coronavirus SARS-CoV2",1
"Piauí","Influenza A",1
"Piauí","Parainfluenza tipo 3",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",11
"Minas Gerais","Coronavirus SARS-CoV2",6
"Minas Gerais","Virus Sincicial Respiratorio",1
"Mato Grosso","Coronavirus SARS-CoV2",6
"Goiás",Metapneumovirus,4
"Goiás","Coronavirus SARS-CoV2",1
Roraima,"Coronavirus SARS-CoV2",3
Roraima,"Influenza B",2
Sergipe,"Coronavirus SARS-CoV2",4
Sergipe,"Influenza A",1
Alagoas,"Coronavirus SARS-CoV2",4
"Paraíba","Coronavirus SARS-CoV2",3
Acre,"Coronavirus SARS-CoV2",2
"Distrito Federal","Coronavirus SARS-CoV2",1
"Rondônia","Influenza B",1
