"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",927
"Paraná","Coronavirus SARS-CoV2",703
"Paraná",Rinovirus,1
Bahia,"Coronavirus SARS-CoV2",273
Bahia,Rinovirus,2
"Rio Grande do Sul","Coronavirus SARS-CoV2",203
"Minas Gerais","Coronavirus SARS-CoV2",189
"Mato Grosso do Sul","Coronavirus SARS-CoV2",186
"Santa Catarina","Coronavirus SARS-CoV2",168
"Rio de Janeiro","Coronavirus SARS-CoV2",152
"Espírito Santo","Coronavirus SARS-CoV2",135
"Rio Grande do Norte","Coronavirus SARS-CoV2",91
Tocantins,"Coronavirus SARS-CoV2",88
"Ceará","Coronavirus SARS-CoV2",84
"Piauí","Coronavirus SARS-CoV2",82
"Rondônia","Coronavirus SARS-CoV2",62
"Goiás","Coronavirus SARS-CoV2",52
Pernambuco,"Coronavirus SARS-CoV2",51
Sergipe,"Coronavirus SARS-CoV2",40
"Pará","Coronavirus SARS-CoV2",36
"Paraíba","Coronavirus SARS-CoV2",22
Acre,"Coronavirus SARS-CoV2",15
Amazonas,"Coronavirus SARS-CoV2",10
"Amapá","Coronavirus SARS-CoV2",3
"Maranhão","Coronavirus SARS-CoV2",3
Alagoas,"Coronavirus SARS-CoV2",1
"Mato Grosso","Coronavirus SARS-CoV2",1
Roraima,"Coronavirus SARS-CoV2",1
