"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","2.803"
"Paraná","Coronavirus SARS-CoV2","2.038"
"Paraná",Rinovirus,4
Bahia,"Coronavirus SARS-CoV2",940
Sergipe,"Coronavirus SARS-CoV2",827
"Espírito Santo","Coronavirus SARS-CoV2",552
"Espírito Santo","Virus Sincicial Respiratorio",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",532
"Minas Gerais","Coronavirus SARS-CoV2",512
"Santa Catarina","Coronavirus SARS-CoV2",458
Pernambuco,"Coronavirus SARS-CoV2",411
"Rio de Janeiro","Coronavirus SARS-CoV2",360
"Mato Grosso","Coronavirus SARS-CoV2",315
Tocantins,"Coronavirus SARS-CoV2",270
"Mato Grosso do Sul","Coronavirus SARS-CoV2",269
"Ceará","Coronavirus SARS-CoV2",263
"Rio Grande do Norte","Coronavirus SARS-CoV2",253
"Rondônia","Coronavirus SARS-CoV2",204
"Goiás","Coronavirus SARS-CoV2",192
Acre,"Coronavirus SARS-CoV2",155
"Piauí","Coronavirus SARS-CoV2",151
"Paraíba","Coronavirus SARS-CoV2",97
Amazonas,"Coronavirus SARS-CoV2",95
Amazonas,"Virus Sincicial Respiratorio",1
Roraima,"Coronavirus SARS-CoV2",85
"Pará","Coronavirus SARS-CoV2",60
"Maranhão","Coronavirus SARS-CoV2",49
"Amapá","Coronavirus SARS-CoV2",48
Alagoas,"Coronavirus SARS-CoV2",40
"Distrito Federal","Coronavirus SARS-CoV2",6
