"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.152"
"Paraná","Coronavirus SARS-CoV2",746
"Paraná",Rinovirus,2
Bahia,"Coronavirus SARS-CoV2",496
"Rio Grande do Sul","Coronavirus SARS-CoV2",280
"Santa Catarina","Coronavirus SARS-CoV2",271
Sergipe,"Coronavirus SARS-CoV2",232
"Espírito Santo","Coronavirus SARS-CoV2",223
"Minas Gerais","Coronavirus SARS-CoV2",183
Pernambuco,"Coronavirus SARS-CoV2",179
"Mato Grosso do Sul","Coronavirus SARS-CoV2",135
"Rio de Janeiro","Coronavirus SARS-CoV2",118
Tocantins,"Coronavirus SARS-CoV2",99
"Rondônia","Coronavirus SARS-CoV2",95
"Goiás","Coronavirus SARS-CoV2",85
"Pará","Coronavirus SARS-CoV2",85
"Ceará","Coronavirus SARS-CoV2",73
"Piauí","Coronavirus SARS-CoV2",65
Amazonas,"Coronavirus SARS-CoV2",56
"Rio Grande do Norte","Coronavirus SARS-CoV2",50
"Paraíba","Coronavirus SARS-CoV2",40
Acre,"Coronavirus SARS-CoV2",38
"Maranhão","Coronavirus SARS-CoV2",12
"Amapá","Coronavirus SARS-CoV2",11
Alagoas,"Coronavirus SARS-CoV2",9
Roraima,"Coronavirus SARS-CoV2",6
"Distrito Federal","Coronavirus SARS-CoV2",1
"Mato Grosso","Coronavirus SARS-CoV2",1
