"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",141
"São Paulo","Influenza B",10
"São Paulo","Influenza A",9
"São Paulo",Rinovirus,1
"São Paulo","Virus Sincicial Respiratorio",1
"Paraná",Rinovirus,30
"Paraná","Coronavirus SARS-CoV2",13
"Paraná","Influenza B",9
"Paraná","Influenza A",7
"Paraná","Coronavirus NL63",6
"Paraná","Virus Sincicial Respiratorio",6
"Paraná",Adenovirus,4
"Paraná","Coronavirus 229E",2
"Paraná",Metapneumovirus,1
Bahia,"Influenza A",49
Bahia,"Coronavirus SARS-CoV2",12
Bahia,"Influenza B",4
Bahia,Rinovirus,1
Bahia,"Virus Sincicial Respiratorio",1
"Minas Gerais","Influenza A",29
"Minas Gerais","Coronavirus SARS-CoV2",15
"Minas Gerais","Influenza B",13
"Ceará","Coronavirus SARS-CoV2",32
"Ceará","Influenza A",3
"Ceará","Influenza B",3
Pernambuco,"Influenza A",17
Pernambuco,"Influenza B",11
Pernambuco,"Coronavirus SARS-CoV2",7
Pernambuco,"Coronavirus NL63",1
"Espírito Santo","Coronavirus SARS-CoV2",9
"Espírito Santo","Influenza B",9
"Espírito Santo","Influenza A",7
"Espírito Santo","Virus Sincicial Respiratorio",6
"Maranhão",Rinovirus,8
"Maranhão","Influenza A",5
"Maranhão","Influenza B",5
"Maranhão","Coronavirus SARS-CoV2",3
"Maranhão","Coronavirus OC43",2
"Maranhão",Adenovirus,1
"Maranhão","Parainfluenza tipo 3",1
"Maranhão","Virus Sincicial Respiratorio",1
"Santa Catarina","Coronavirus SARS-CoV2",21
"Santa Catarina","Influenza A",2
"Santa Catarina","Virus Sincicial Respiratorio",2
"Piauí","Influenza A",10
"Piauí",Adenovirus,3
"Piauí","Coronavirus SARS-CoV2",2
"Piauí","Influenza B",2
"Piauí",Metapneumovirus,2
"Piauí","Virus Sincicial Respiratorio",1
"Mato Grosso do Sul","Influenza A",8
"Mato Grosso do Sul","Coronavirus SARS-CoV2",4
"Mato Grosso do Sul",Adenovirus,2
"Mato Grosso do Sul","Influenza B",2
"Mato Grosso do Sul","Virus Sincicial Respiratorio",2
"Mato Grosso do Sul",Metapneumovirus,1
"Rio de Janeiro","Coronavirus SARS-CoV2",19
"Rio Grande do Sul","Coronavirus SARS-CoV2",16
"Rio Grande do Sul","Influenza A",1
"Rio Grande do Sul","Influenza B",1
"Rio Grande do Norte","Coronavirus SARS-CoV2",7
"Rio Grande do Norte","Influenza B",4
"Rio Grande do Norte","Influenza A",2
"Pará","Influenza A",9
"Pará","Influenza B",2
Tocantins,"Influenza A",6
Tocantins,"Influenza B",3
Tocantins,"Coronavirus SARS-CoV2",1
"Goiás","Coronavirus SARS-CoV2",3
"Goiás","Influenza B",3
"Goiás","Virus Sincicial Respiratorio",2
"Goiás",Rinovirus,1
Acre,"Coronavirus SARS-CoV2",4
Acre,Rinovirus,2
Acre,"Influenza A",1
Acre,"Influenza B",1
Amazonas,"Coronavirus SARS-CoV2",4
Amazonas,Metapneumovirus,2
Amazonas,Adenovirus,1
Amazonas,"Influenza A",1
Sergipe,"Influenza A",5
Sergipe,"Influenza B",2
"Paraíba","Influenza A",2
"Paraíba",Rinovirus,2
"Paraíba","Coronavirus NL63",1
"Paraíba","Influenza B",1
Alagoas,"Coronavirus SARS-CoV2",5
"Amapá",Rinovirus,2
"Amapá","Coronavirus SARS-CoV2",1
"Amapá",Metapneumovirus,1
"Rondônia","Coronavirus SARS-CoV2",2
"Rondônia","Influenza A",1
Roraima,"Influenza A",2
"Distrito Federal","Coronavirus SARS-CoV2",1
"Mato Grosso","Influenza A",1
