"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",315
"São Paulo","Influenza B",2
"São Paulo","Influenza A",1
"Rio de Janeiro","Coronavirus SARS-CoV2",169
"Rio de Janeiro","Influenza A",1
"Ceará","Coronavirus SARS-CoV2",67
Amazonas,"Coronavirus SARS-CoV2",61
"Paraná","Coronavirus SARS-CoV2",46
"Paraná","Virus Sincicial Respiratorio",5
"Paraná",Adenovirus,4
"Paraná",Rinovirus,4
"Paraná",Metapneumovirus,1
Pernambuco,"Coronavirus SARS-CoV2",37
Pernambuco,"Influenza A",5
Pernambuco,"Influenza B",4
"Santa Catarina","Coronavirus SARS-CoV2",29
Bahia,"Coronavirus SARS-CoV2",25
Bahia,"Influenza A",2
Bahia,"Influenza B",1
"Piauí",Metapneumovirus,13
"Piauí","Influenza A",4
"Piauí","Virus Sincicial Respiratorio",3
"Piauí","Coronavirus SARS-CoV2",2
"Piauí",Adenovirus,1
"Piauí","Parainfluenza tipo 3",1
"Espírito Santo","Coronavirus SARS-CoV2",19
"Espírito Santo","Virus Sincicial Respiratorio",3
"Rio Grande do Sul","Coronavirus SARS-CoV2",22
"Amapá","Coronavirus SARS-CoV2",21
"Mato Grosso do Sul","Influenza A",8
"Mato Grosso do Sul","Virus Sincicial Respiratorio",4
"Mato Grosso do Sul",Adenovirus,3
"Mato Grosso do Sul","Coronavirus SARS-CoV2",2
"Mato Grosso do Sul","Parainfluenza tipo 3",2
"Mato Grosso do Sul","Parainfluenza tipo 1",1
"Rio Grande do Norte","Coronavirus SARS-CoV2",20
"Goiás","Coronavirus SARS-CoV2",10
"Goiás",Metapneumovirus,4
"Goiás","Influenza A",2
"Goiás","Virus Sincicial Respiratorio",1
"Maranhão","Coronavirus SARS-CoV2",15
"Maranhão",Metapneumovirus,1
"Pará","Coronavirus SARS-CoV2",12
"Pará","Influenza A",4
"Minas Gerais","Coronavirus SARS-CoV2",15
"Mato Grosso","Coronavirus SARS-CoV2",7
Sergipe,"Coronavirus SARS-CoV2",4
Sergipe,"Influenza A",3
Alagoas,"Coronavirus SARS-CoV2",5
"Paraíba","Coronavirus SARS-CoV2",5
"Rondônia","Influenza A",1
Roraima,"Coronavirus SARS-CoV2",1
Tocantins,"Influenza B",1
