"UF de residência","Vírus","Nº de vírus identificados"
"Paraná","Influenza B",3
"Paraná","Parainfluenza tipo 3",2
"Paraná",Rinovirus,2
"Paraná",Metapneumovirus,1
"Paraná","Parainfluenza tipo 2",1
"São Paulo","Influenza B",5
"São Paulo","Influenza A",1
"Mato Grosso do Sul","Influenza B",2
"Mato Grosso do Sul","Parainfluenza tipo 3",2
"Mato Grosso do Sul","Parainfluenza tipo 1",1
Amazonas,Adenovirus,1
Amazonas,"Influenza B",1
Amazonas,"Parainfluenza tipo 1",1
"Espírito Santo","Influenza B",2
"Piauí",Adenovirus,1
"Piauí","Parainfluenza tipo 3",1
Bahia,"Virus Sincicial Respiratorio",1
"Ceará","Influenza B",1
Pernambuco,Metapneumovirus,1
"Rondônia","Influenza B",1
