"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","2.500"
"Paraná","Coronavirus SARS-CoV2","1.587"
"Paraná",Rinovirus,6
Bahia,"Coronavirus SARS-CoV2",878
Bahia,Rinovirus,1
"Santa Catarina","Coronavirus SARS-CoV2",591
"Rio Grande do Sul","Coronavirus SARS-CoV2",568
"Rondônia","Coronavirus SARS-CoV2",503
Tocantins,"Coronavirus SARS-CoV2",459
"Mato Grosso do Sul","Coronavirus SARS-CoV2",403
"Espírito Santo","Coronavirus SARS-CoV2",385
"Ceará","Coronavirus SARS-CoV2",333
Pernambuco,"Coronavirus SARS-CoV2",305
"Minas Gerais","Coronavirus SARS-CoV2",297
"Rio de Janeiro","Coronavirus SARS-CoV2",296
Sergipe,"Coronavirus SARS-CoV2",251
"Rio Grande do Norte","Coronavirus SARS-CoV2",162
"Goiás","Coronavirus SARS-CoV2",109
"Piauí","Coronavirus SARS-CoV2",76
"Paraíba","Coronavirus SARS-CoV2",52
"Pará","Coronavirus SARS-CoV2",52
Acre,"Coronavirus SARS-CoV2",40
"Maranhão","Coronavirus SARS-CoV2",30
"Maranhão",Rinovirus,1
Roraima,"Coronavirus SARS-CoV2",29
Amazonas,"Coronavirus SARS-CoV2",25
"Mato Grosso","Coronavirus SARS-CoV2",14
Alagoas,"Coronavirus SARS-CoV2",12
"Amapá","Coronavirus SARS-CoV2",4
"Distrito Federal","Coronavirus SARS-CoV2",4
