"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Influenza A",22
"São Paulo","Influenza B",22
"São Paulo","Coronavirus SARS-CoV2",6
"Paraná",Rinovirus,15
"Paraná","Influenza A",9
"Paraná","Coronavirus SARS-CoV2",4
"Paraná","Coronavirus NL63",3
"Paraná","Virus Sincicial Respiratorio",2
"Paraná",Adenovirus,1
"Paraná",Bocavirus,1
"Paraná","Coronavirus 229E",1
"Paraná","Coronavirus HKU1",1
"Paraná","Influenza B",1
"Paraná",Metapneumovirus,1
"Paraná","Parainfluenza tipo 3",1
Bahia,"Influenza A",15
Bahia,Rinovirus,8
Bahia,Metapneumovirus,3
Bahia,Adenovirus,1
Bahia,"Coronavirus OC43",1
Bahia,"Coronavirus SARS-CoV2",1
Bahia,"Influenza B",1
Bahia,"Virus Sincicial Respiratorio",1
"Minas Gerais","Influenza A",8
"Minas Gerais","Influenza B",3
"Minas Gerais","Coronavirus SARS-CoV2",2
"Goiás","Influenza B",3
"Goiás","Coronavirus SARS-CoV2",2
"Goiás",Rinovirus,2
"Goiás","Influenza A",1
"Goiás",Metapneumovirus,1
"Ceará","Influenza A",5
"Ceará","Influenza B",3
Amazonas,"Virus Sincicial Respiratorio",2
Amazonas,"Coronavirus HKU1",1
Amazonas,"Coronavirus OC43",1
Amazonas,"Influenza B",1
"Maranhão","Influenza B",3
"Maranhão","Influenza A",2
"Pará","Influenza A",5
Pernambuco,"Influenza A",2
Pernambuco,Rinovirus,2
Pernambuco,"Influenza B",1
"Rio de Janeiro","Influenza A",3
"Rio de Janeiro","Influenza B",2
"Piauí","Parainfluenza tipo 3",2
"Piauí","Coronavirus SARS-CoV2",1
"Piauí","Influenza A",1
"Santa Catarina","Coronavirus SARS-CoV2",2
"Santa Catarina","Influenza A",2
Sergipe,"Influenza A",2
Sergipe,Adenovirus,1
Sergipe,Metapneumovirus,1
"Paraíba","Influenza A",2
"Paraíba","Coronavirus SARS-CoV2",1
"Espírito Santo","Influenza B",2
"Rio Grande do Sul","Coronavirus SARS-CoV2",2
Acre,"Coronavirus NL63",1
"Mato Grosso do Sul",Metapneumovirus,1
"Rio Grande do Norte","Influenza B",1
"Rondônia","Influenza A",1
Tocantins,"Influenza A",1
