"UF de residência","Vírus","Nº de vírus identificados"
"Rio de Janeiro","Coronavirus SARS-CoV2",704
"Rio de Janeiro","Influenza A",2
Pernambuco,"Coronavirus SARS-CoV2",668
"Ceará","Coronavirus SARS-CoV2",570
"São Paulo","Coronavirus SARS-CoV2",466
"Amapá","Coronavirus SARS-CoV2",463
Sergipe,"Coronavirus SARS-CoV2",411
"Espírito Santo","Coronavirus SARS-CoV2",379
Bahia,"Coronavirus SARS-CoV2",345
Alagoas,"Coronavirus SARS-CoV2",331
"Pará","Coronavirus SARS-CoV2",271
Acre,"Coronavirus SARS-CoV2",252
Amazonas,"Coronavirus SARS-CoV2",209
"Paraíba","Coronavirus SARS-CoV2",194
"Maranhão","Coronavirus SARS-CoV2",162
"Rio Grande do Norte","Coronavirus SARS-CoV2",160
"Santa Catarina","Coronavirus SARS-CoV2",126
Tocantins,"Coronavirus SARS-CoV2",106
"Rondônia","Coronavirus SARS-CoV2",101
"Minas Gerais","Coronavirus SARS-CoV2",68
"Minas Gerais","Virus Sincicial Respiratorio",1
Roraima,"Coronavirus SARS-CoV2",65
"Piauí","Coronavirus SARS-CoV2",52
"Paraná","Coronavirus SARS-CoV2",51
"Mato Grosso","Coronavirus SARS-CoV2",48
"Rio Grande do Sul","Coronavirus SARS-CoV2",40
"Mato Grosso do Sul","Coronavirus SARS-CoV2",29
"Goiás","Coronavirus SARS-CoV2",15
