"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2",665
"São Paulo","Influenza B",1
"Paraná","Coronavirus SARS-CoV2",658
"Paraná",Rinovirus,1
Sergipe,"Coronavirus SARS-CoV2",405
Bahia,"Coronavirus SARS-CoV2",372
"Espírito Santo","Coronavirus SARS-CoV2",280
"Rio Grande do Sul","Coronavirus SARS-CoV2",172
"Santa Catarina","Coronavirus SARS-CoV2",166
"Minas Gerais","Coronavirus SARS-CoV2",155
"Ceará","Coronavirus SARS-CoV2",140
"Piauí","Coronavirus SARS-CoV2",136
Pernambuco,"Coronavirus SARS-CoV2",128
"Goiás","Coronavirus SARS-CoV2",111
"Rio Grande do Norte","Coronavirus SARS-CoV2",107
"Rondônia","Coronavirus SARS-CoV2",106
"Rio de Janeiro","Coronavirus SARS-CoV2",100
Acre,"Coronavirus SARS-CoV2",80
"Mato Grosso do Sul","Coronavirus SARS-CoV2",70
Alagoas,"Coronavirus SARS-CoV2",53
"Paraíba","Coronavirus SARS-CoV2",51
Roraima,"Coronavirus SARS-CoV2",46
Tocantins,"Coronavirus SARS-CoV2",45
"Pará","Coronavirus SARS-CoV2",38
"Maranhão","Coronavirus SARS-CoV2",28
"Amapá","Coronavirus SARS-CoV2",20
"Distrito Federal","Coronavirus SARS-CoV2",6
"Mato Grosso","Coronavirus SARS-CoV2",4
Amazonas,"Coronavirus SARS-CoV2",3
