"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.240"
"São Paulo","Virus Sincicial Respiratorio",1
"Paraná","Coronavirus SARS-CoV2","1.099"
"Paraná",Adenovirus,1
Bahia,"Coronavirus SARS-CoV2",779
Sergipe,"Coronavirus SARS-CoV2",509
"Espírito Santo","Coronavirus SARS-CoV2",460
"Rondônia","Coronavirus SARS-CoV2",337
"Mato Grosso","Coronavirus SARS-CoV2",310
"Rio Grande do Norte","Coronavirus SARS-CoV2",304
"Rio de Janeiro","Coronavirus SARS-CoV2",303
Pernambuco,"Coronavirus SARS-CoV2",285
"Piauí","Coronavirus SARS-CoV2",282
"Minas Gerais","Coronavirus SARS-CoV2",263
"Santa Catarina","Coronavirus SARS-CoV2",259
"Rio Grande do Sul","Coronavirus SARS-CoV2",239
"Ceará","Coronavirus SARS-CoV2",236
"Mato Grosso do Sul","Coronavirus SARS-CoV2",130
"Goiás","Coronavirus SARS-CoV2",128
Acre,"Coronavirus SARS-CoV2",119
"Amapá","Coronavirus SARS-CoV2",101
"Paraíba","Coronavirus SARS-CoV2",99
Tocantins,"Coronavirus SARS-CoV2",90
"Pará","Coronavirus SARS-CoV2",87
Alagoas,"Coronavirus SARS-CoV2",68
"Maranhão","Coronavirus SARS-CoV2",60
Amazonas,"Coronavirus SARS-CoV2",50
Roraima,"Coronavirus SARS-CoV2",47
"Distrito Federal","Coronavirus SARS-CoV2",11
