"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","2.112"
"Paraná","Coronavirus SARS-CoV2","1.225"
Bahia,"Coronavirus SARS-CoV2",850
Sergipe,"Coronavirus SARS-CoV2",806
"Espírito Santo","Coronavirus SARS-CoV2",524
"Mato Grosso","Coronavirus SARS-CoV2",493
"Minas Gerais","Coronavirus SARS-CoV2",401
"Santa Catarina","Coronavirus SARS-CoV2",370
"Rio Grande do Sul","Coronavirus SARS-CoV2",344
Pernambuco,"Coronavirus SARS-CoV2",302
"Rio de Janeiro","Coronavirus SARS-CoV2",299
"Rio Grande do Norte","Coronavirus SARS-CoV2",247
"Mato Grosso do Sul","Coronavirus SARS-CoV2",223
Tocantins,"Coronavirus SARS-CoV2",207
"Rondônia","Coronavirus SARS-CoV2",202
"Ceará","Coronavirus SARS-CoV2",181
"Goiás","Coronavirus SARS-CoV2",160
"Pará","Coronavirus SARS-CoV2",129
Roraima,"Coronavirus SARS-CoV2",117
"Piauí","Coronavirus SARS-CoV2",109
Acre,"Coronavirus SARS-CoV2",93
"Paraíba","Coronavirus SARS-CoV2",80
Amazonas,"Coronavirus SARS-CoV2",46
"Maranhão","Coronavirus SARS-CoV2",45
Alagoas,"Coronavirus SARS-CoV2",29
"Amapá","Coronavirus SARS-CoV2",29
"Distrito Federal","Coronavirus SARS-CoV2",1
