"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","2.844"
"Paraná","Coronavirus SARS-CoV2","2.290"
"Paraná",Rinovirus,4
Bahia,"Coronavirus SARS-CoV2",999
Bahia,Rinovirus,5
"Rio Grande do Sul","Coronavirus SARS-CoV2",669
Tocantins,"Coronavirus SARS-CoV2",595
"Goiás","Coronavirus SARS-CoV2",545
"Minas Gerais","Coronavirus SARS-CoV2",495
"Mato Grosso do Sul","Coronavirus SARS-CoV2",460
"Rio de Janeiro","Coronavirus SARS-CoV2",452
"Santa Catarina","Coronavirus SARS-CoV2",425
"Ceará","Coronavirus SARS-CoV2",363
Pernambuco,"Coronavirus SARS-CoV2",327
"Espírito Santo","Coronavirus SARS-CoV2",312
"Rondônia","Coronavirus SARS-CoV2",295
"Piauí","Coronavirus SARS-CoV2",243
"Rio Grande do Norte","Coronavirus SARS-CoV2",208
Sergipe,"Coronavirus SARS-CoV2",153
Sergipe,Metapneumovirus,1
Amazonas,"Coronavirus SARS-CoV2",77
"Pará","Coronavirus SARS-CoV2",59
Acre,"Coronavirus SARS-CoV2",47
"Paraíba","Coronavirus SARS-CoV2",45
"Mato Grosso","Coronavirus SARS-CoV2",33
"Maranhão","Coronavirus SARS-CoV2",32
Roraima,"Coronavirus SARS-CoV2",22
Alagoas,"Coronavirus SARS-CoV2",15
"Amapá","Coronavirus SARS-CoV2",13
"Distrito Federal","Coronavirus SARS-CoV2",8
