"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","1.793"
"Paraná","Coronavirus SARS-CoV2","1.280"
"Paraná",Rinovirus,3
Bahia,"Coronavirus SARS-CoV2",803
Bahia,Rinovirus,2
"Rio Grande do Sul","Coronavirus SARS-CoV2",437
"Ceará","Coronavirus SARS-CoV2",427
"Minas Gerais","Coronavirus SARS-CoV2",409
"Rio de Janeiro","Coronavirus SARS-CoV2",370
"Espírito Santo","Coronavirus SARS-CoV2",359
"Mato Grosso do Sul","Coronavirus SARS-CoV2",328
"Santa Catarina","Coronavirus SARS-CoV2",268
Tocantins,"Coronavirus SARS-CoV2",227
Pernambuco,"Coronavirus SARS-CoV2",210
"Piauí","Coronavirus SARS-CoV2",157
"Goiás","Coronavirus SARS-CoV2",148
"Rio Grande do Norte","Coronavirus SARS-CoV2",148
Sergipe,"Coronavirus SARS-CoV2",126
"Rondônia","Coronavirus SARS-CoV2",105
"Mato Grosso","Coronavirus SARS-CoV2",81
"Paraíba","Coronavirus SARS-CoV2",61
Amazonas,"Coronavirus SARS-CoV2",60
Roraima,"Coronavirus SARS-CoV2",19
"Pará","Coronavirus SARS-CoV2",18
"Maranhão","Coronavirus SARS-CoV2",15
Acre,"Coronavirus SARS-CoV2",11
Alagoas,"Coronavirus SARS-CoV2",8
"Distrito Federal","Coronavirus SARS-CoV2",8
