"UF de residência","Vírus","Nº de vírus identificados"
"Paraná","Coronavirus SARS-CoV2",941
"Paraná",Rinovirus,3
"São Paulo","Coronavirus SARS-CoV2",827
"São Paulo",Rinovirus,1
"Rio de Janeiro","Coronavirus SARS-CoV2",252
"Rio Grande do Sul","Coronavirus SARS-CoV2",228
Bahia,"Coronavirus SARS-CoV2",209
"Mato Grosso do Sul","Coronavirus SARS-CoV2",169
Tocantins,"Coronavirus SARS-CoV2",152
"Santa Catarina","Coronavirus SARS-CoV2",132
"Minas Gerais","Coronavirus SARS-CoV2",125
"Espírito Santo","Coronavirus SARS-CoV2",91
"Ceará","Coronavirus SARS-CoV2",82
"Rondônia","Coronavirus SARS-CoV2",65
Pernambuco,"Coronavirus SARS-CoV2",51
Sergipe,"Coronavirus SARS-CoV2",49
"Goiás","Coronavirus SARS-CoV2",41
"Rio Grande do Norte","Coronavirus SARS-CoV2",36
"Pará","Coronavirus SARS-CoV2",17
"Piauí","Coronavirus SARS-CoV2",16
Acre,"Coronavirus SARS-CoV2",14
"Paraíba","Coronavirus SARS-CoV2",14
Amazonas,"Coronavirus SARS-CoV2",10
Amazonas,Bocavirus,1
Alagoas,"Coronavirus SARS-CoV2",7
"Maranhão","Coronavirus SARS-CoV2",7
"Mato Grosso","Coronavirus SARS-CoV2",3
"Distrito Federal","Coronavirus SARS-CoV2",1
