"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo",Adenovirus,3
"São Paulo","Influenza A",2
"São Paulo","Influenza B",2
"Paraná","Influenza A",2
"Paraná","Parainfluenza tipo 3",1
"Paraná",Rinovirus,1
Bahia,Metapneumovirus,1
Bahia,"Virus Sincicial Respiratorio",1
"Rio Grande do Norte",Adenovirus,1
"Rio Grande do Norte","Influenza B",1
"Santa Catarina","Influenza A",2
Acre,"Influenza B",1
"Espírito Santo","Influenza B",1
"Goiás","Influenza A",1
"Maranhão","Influenza B",1
"Minas Gerais","Influenza A",1
Pernambuco,"Influenza B",1
"Piauí","Parainfluenza tipo 1",1
