"UF de residência","Vírus","Nº de vírus identificados"
"São Paulo","Coronavirus SARS-CoV2","2.423"
"Paraná","Coronavirus SARS-CoV2","1.791"
"Paraná",Rinovirus,8
Bahia,"Coronavirus SARS-CoV2",745
Bahia,Rinovirus,8
"Rio Grande do Sul","Coronavirus SARS-CoV2",527
"Rio de Janeiro","Coronavirus SARS-CoV2",416
"Mato Grosso do Sul","Coronavirus SARS-CoV2",407
"Mato Grosso do Sul",Rinovirus,1
"Minas Gerais","Coronavirus SARS-CoV2",383
Tocantins,"Coronavirus SARS-CoV2",363
"Santa Catarina","Coronavirus SARS-CoV2",344
"Ceará","Coronavirus SARS-CoV2",326
Pernambuco,"Coronavirus SARS-CoV2",246
Pernambuco,"Virus Sincicial Respiratorio",1
"Rondônia","Coronavirus SARS-CoV2",228
"Espírito Santo","Coronavirus SARS-CoV2",209
Sergipe,"Coronavirus SARS-CoV2",179
"Rio Grande do Norte","Coronavirus SARS-CoV2",154
"Piauí","Coronavirus SARS-CoV2",99
"Piauí",Rinovirus,1
"Goiás","Coronavirus SARS-CoV2",91
"Paraíba","Coronavirus SARS-CoV2",52
"Pará","Coronavirus SARS-CoV2",44
Amazonas,"Coronavirus SARS-CoV2",34
"Mato Grosso","Coronavirus SARS-CoV2",24
Acre,"Coronavirus SARS-CoV2",14
"Maranhão","Coronavirus SARS-CoV2",14
Alagoas,"Coronavirus SARS-CoV2",12
"Distrito Federal","Coronavirus SARS-CoV2",5
Roraima,"Coronavirus SARS-CoV2",4
"Amapá","Coronavirus SARS-CoV2",2
