"UF de residência","Vírus","Nº de vírus identificados"
"Rio de Janeiro","Coronavirus SARS-CoV2",600
Pernambuco,"Coronavirus SARS-CoV2",453
Pernambuco,"Influenza A",4
Pernambuco,"Influenza B",2
"São Paulo","Coronavirus SARS-CoV2",389
"São Paulo","Influenza A",1
Amazonas,"Coronavirus SARS-CoV2",305
"Maranhão","Coronavirus SARS-CoV2",212
"Maranhão",Adenovirus,1
"Ceará","Coronavirus SARS-CoV2",197
"Ceará","Influenza A",1
"Pará","Coronavirus SARS-CoV2",133
"Espírito Santo","Coronavirus SARS-CoV2",104
"Paraná","Coronavirus SARS-CoV2",31
"Paraná",Rinovirus,6
"Paraná","Influenza A",4
"Paraná",Adenovirus,3
"Paraná","Influenza B",2
"Paraná",Metapneumovirus,1
Bahia,"Coronavirus SARS-CoV2",42
Bahia,"Coronavirus NL63",1
"Amapá","Coronavirus SARS-CoV2",42
"Santa Catarina","Coronavirus SARS-CoV2",34
Roraima,"Coronavirus SARS-CoV2",29
Roraima,"Virus Sincicial Respiratorio",1
"Rio Grande do Sul","Coronavirus SARS-CoV2",26
"Rio Grande do Norte","Coronavirus SARS-CoV2",24
"Minas Gerais","Coronavirus SARS-CoV2",20
"Minas Gerais","Influenza A",1
"Minas Gerais","Influenza B",1
Acre,"Coronavirus SARS-CoV2",15
"Rondônia","Coronavirus SARS-CoV2",14
"Rondônia","Influenza B",1
"Paraíba","Coronavirus SARS-CoV2",12
"Goiás","Coronavirus SARS-CoV2",4
"Goiás",Metapneumovirus,4
"Goiás","Influenza B",1
"Goiás",Rinovirus,1
"Goiás","Virus Sincicial Respiratorio",1
"Piauí",Adenovirus,3
"Piauí",Metapneumovirus,3
"Piauí","Coronavirus SARS-CoV2",1
"Piauí","Influenza A",1
"Mato Grosso do Sul","Coronavirus SARS-CoV2",4
"Mato Grosso do Sul","Influenza A",1
"Mato Grosso do Sul","Virus Sincicial Respiratorio",1
Alagoas,"Coronavirus SARS-CoV2",5
Sergipe,"Coronavirus SARS-CoV2",2
Sergipe,"Influenza B",2
"Mato Grosso","Coronavirus SARS-CoV2",2
Tocantins,"Coronavirus SARS-CoV2",1
