"UF de residência","Vírus","Nº de vírus identificados"
"Rio de Janeiro","Coronavirus SARS-CoV2",613
Pernambuco,"Coronavirus SARS-CoV2",411
Pernambuco,"Influenza A",2
Pernambuco,"Influenza B",1
Amazonas,"Coronavirus SARS-CoV2",336
"São Paulo","Coronavirus SARS-CoV2",288
"São Paulo","Influenza B",1
"Ceará","Coronavirus SARS-CoV2",265
"Pará","Coronavirus SARS-CoV2",185
"Maranhão","Coronavirus SARS-CoV2",167
"Amapá","Coronavirus SARS-CoV2",126
"Amapá","Influenza A",1
"Espírito Santo","Coronavirus SARS-CoV2",95
Bahia,"Coronavirus SARS-CoV2",69
Bahia,"Influenza A",1
"Paraná","Coronavirus SARS-CoV2",36
"Paraná",Rinovirus,2
"Paraná","Influenza B",1
"Santa Catarina","Coronavirus SARS-CoV2",35
Alagoas,"Coronavirus SARS-CoV2",26
"Paraíba","Coronavirus SARS-CoV2",20
Roraima,"Coronavirus SARS-CoV2",20
"Minas Gerais","Coronavirus SARS-CoV2",14
"Minas Gerais","Influenza B",3
"Rio Grande do Norte","Coronavirus SARS-CoV2",16
"Rio Grande do Sul","Coronavirus SARS-CoV2",15
Sergipe,"Influenza B",6
Sergipe,"Coronavirus SARS-CoV2",4
Sergipe,"Influenza A",4
"Rondônia","Coronavirus SARS-CoV2",13
"Piauí","Coronavirus SARS-CoV2",8
"Piauí","Influenza A",1
"Piauí","Virus Sincicial Respiratorio",1
Acre,"Coronavirus SARS-CoV2",9
"Goiás","Coronavirus SARS-CoV2",4
"Goiás",Metapneumovirus,2
"Goiás","Virus Sincicial Respiratorio",1
"Mato Grosso do Sul","Coronavirus SARS-CoV2",7
"Mato Grosso","Coronavirus SARS-CoV2",5
Tocantins,"Coronavirus SARS-CoV2",1
Tocantins,"Influenza B",1
